"employee_id","student_id","first_name","middle_name","last_name","email","role","department","program","year_level","contact_number","login_password"
"","STU-DEMO-0392","Alyssa","B.","Chavez","student0392@coedigo.local","student","College of Engineering","BSME","2","09800000392","password"
"","STU-DEMO-0393","Bianca","C.","Cruz","student0393@coedigo.local","student","College of Engineering","BSCE","3","09800000393","password"
"","STU-DEMO-0394","Bryan","D.","Domingo","student0394@coedigo.local","student","College of Engineering","BSEE","4","09800000394","password"
"","STU-DEMO-0395","Camille","E.","Enriquez","student0395@coedigo.local","student","College of Engineering","BSCpE","5","09800000395","password"
"","STU-DEMO-0396","Cedric","F.","Fernandez","student0396@coedigo.local","student","College of Engineering","BSME","1","09800000396","password"
"","STU-DEMO-0397","Clarisse","G.","Francisco","student0397@coedigo.local","student","College of Engineering","BSCE","2","09800000397","password"
"","STU-DEMO-0398","Daniel","H.","Gonzales","student0398@coedigo.local","student","College of Engineering","BSEE","3","09800000398","password"
"","STU-DEMO-0399","Elaine","I.","Gutierrez","student0399@coedigo.local","student","College of Engineering","BSCpE","4","09800000399","password"
"","STU-DEMO-0400","Francis","J.","Herrera","student0400@coedigo.local","student","College of Engineering","BSME","5","09800000400","password"
"","STU-DEMO-0401","Gina","A.","Jacinto","student0401@coedigo.local","student","College of Engineering","BSCE","1","09800000401","password"
"","STU-DEMO-0402","Harold","B.","Lazaro","student0402@coedigo.local","student","College of Engineering","BSEE","2","09800000402","password"
"","STU-DEMO-0403","Irene","C.","Lopez","student0403@coedigo.local","student","College of Engineering","BSCpE","3","09800000403","password"
"","STU-DEMO-0404","Jomari","D.","Magno","student0404@coedigo.local","student","College of Engineering","BSME","4","09800000404","password"
"","STU-DEMO-0405","Katrina","E.","Manalo","student0405@coedigo.local","student","College of Engineering","BSCE","5","09800000405","password"
"","STU-DEMO-0406","Leo","F.","Marquez","student0406@coedigo.local","student","College of Engineering","BSEE","1","09800000406","password"
"","STU-DEMO-0407","Maureen","G.","Morales","student0407@coedigo.local","student","College of Engineering","BSCpE","2","09800000407","password"
"","STU-DEMO-0408","Nathan","H.","Natividad","student0408@coedigo.local","student","College of Engineering","BSME","3","09800000408","password"
"","STU-DEMO-0409","Olivia","I.","Ortega","student0409@coedigo.local","student","College of Engineering","BSCE","4","09800000409","password"
"","STU-DEMO-0410","Paolo","J.","Panganiban","student0410@coedigo.local","student","College of Engineering","BSEE","5","09800000410","password"
"","STU-DEMO-0411","Queenie","A.","Perez","student0411@coedigo.local","student","College of Engineering","BSCpE","1","09800000411","password"
"","STU-DEMO-0412","Ramon","B.","Ramos","student0412@coedigo.local","student","College of Engineering","BSME","2","09800000412","password"
"","STU-DEMO-0413","Shaira","C.","Rivera","student0413@coedigo.local","student","College of Engineering","BSCE","3","09800000413","password"
"","STU-DEMO-0414","Toni","D.","Robles","student0414@coedigo.local","student","College of Engineering","BSEE","4","09800000414","password"
"","STU-DEMO-0415","Ulysses","E.","Salazar","student0415@coedigo.local","student","College of Engineering","BSCpE","5","09800000415","password"
"","STU-DEMO-0416","Vanessa","F.","Santiago","student0416@coedigo.local","student","College of Engineering","BSME","1","09800000416","password"
"","STU-DEMO-0417","Warren","G.","Soriano","student0417@coedigo.local","student","College of Engineering","BSCE","2","09800000417","password"
"","STU-DEMO-0418","Xandra","H.","Tolentino","student0418@coedigo.local","student","College of Engineering","BSEE","3","09800000418","password"
"","STU-DEMO-0419","Yvonne","I.","Velasco","student0419@coedigo.local","student","College of Engineering","BSCpE","4","09800000419","password"
"","STU-DEMO-0420","Zion","J.","Vergara","student0420@coedigo.local","student","College of Engineering","BSME","5","09800000420","password"
"","STU-DEMO-0421","Adrian","A.","Aguilar","student0421@coedigo.local","student","College of Engineering","BSCE","1","09800000421","password"
"","STU-DEMO-0422","Alyssa","B.","Alvarez","student0422@coedigo.local","student","College of Engineering","BSEE","2","09800000422","password"
"","STU-DEMO-0423","Bianca","C.","Aquino","student0423@coedigo.local","student","College of Engineering","BSCpE","3","09800000423","password"
"","STU-DEMO-0424","Bryan","D.","Baluyot","student0424@coedigo.local","student","College of Engineering","BSME","4","09800000424","password"
"","STU-DEMO-0425","Camille","E.","Basilio","student0425@coedigo.local","student","College of Engineering","BSCE","5","09800000425","password"
"","STU-DEMO-0426","Cedric","F.","Castillo","student0426@coedigo.local","student","College of Engineering","BSEE","1","09800000426","password"
"","STU-DEMO-0427","Clarisse","G.","Chavez","student0427@coedigo.local","student","College of Engineering","BSCpE","2","09800000427","password"
"","STU-DEMO-0428","Daniel","H.","Cruz","student0428@coedigo.local","student","College of Engineering","BSME","3","09800000428","password"
"","STU-DEMO-0429","Elaine","I.","Domingo","student0429@coedigo.local","student","College of Engineering","BSCE","4","09800000429","password"
"","STU-DEMO-0430","Francis","J.","Enriquez","student0430@coedigo.local","student","College of Engineering","BSEE","5","09800000430","password"
"","STU-DEMO-0431","Gina","A.","Fernandez","student0431@coedigo.local","student","College of Engineering","BSCpE","1","09800000431","password"
"","STU-DEMO-0432","Harold","B.","Francisco","student0432@coedigo.local","student","College of Engineering","BSME","2","09800000432","password"
"","STU-DEMO-0433","Irene","C.","Gonzales","student0433@coedigo.local","student","College of Engineering","BSCE","3","09800000433","password"
"","STU-DEMO-0434","Jomari","D.","Gutierrez","student0434@coedigo.local","student","College of Engineering","BSEE","4","09800000434","password"
"","STU-DEMO-0435","Katrina","E.","Herrera","student0435@coedigo.local","student","College of Engineering","BSCpE","5","09800000435","password"
"","STU-DEMO-0436","Leo","F.","Jacinto","student0436@coedigo.local","student","College of Engineering","BSME","1","09800000436","password"
"","STU-DEMO-0437","Maureen","G.","Lazaro","student0437@coedigo.local","student","College of Engineering","BSCE","2","09800000437","password"
"","STU-DEMO-0438","Nathan","H.","Lopez","student0438@coedigo.local","student","College of Engineering","BSEE","3","09800000438","password"
"","STU-DEMO-0439","Olivia","I.","Magno","student0439@coedigo.local","student","College of Engineering","BSCpE","4","09800000439","password"
"","STU-DEMO-0440","Paolo","J.","Manalo","student0440@coedigo.local","student","College of Engineering","BSME","5","09800000440","password"
"","STU-DEMO-0441","Queenie","A.","Marquez","student0441@coedigo.local","student","College of Engineering","BSCE","1","09800000441","password"
"","STU-DEMO-0442","Ramon","B.","Morales","student0442@coedigo.local","student","College of Engineering","BSEE","2","09800000442","password"
"","STU-DEMO-0443","Shaira","C.","Natividad","student0443@coedigo.local","student","College of Engineering","BSCpE","3","09800000443","password"
"","STU-DEMO-0444","Toni","D.","Ortega","student0444@coedigo.local","student","College of Engineering","BSME","4","09800000444","password"
"","STU-DEMO-0445","Ulysses","E.","Panganiban","student0445@coedigo.local","student","College of Engineering","BSCE","5","09800000445","password"
"","STU-DEMO-0446","Vanessa","F.","Perez","student0446@coedigo.local","student","College of Engineering","BSEE","1","09800000446","password"
"","STU-DEMO-0447","Warren","G.","Ramos","student0447@coedigo.local","student","College of Engineering","BSCpE","2","09800000447","password"
"","STU-DEMO-0448","Xandra","H.","Rivera","student0448@coedigo.local","student","College of Engineering","BSME","3","09800000448","password"
"","STU-DEMO-0449","Yvonne","I.","Robles","student0449@coedigo.local","student","College of Engineering","BSCE","4","09800000449","password"
"","STU-DEMO-0450","Zion","J.","Salazar","student0450@coedigo.local","student","College of Engineering","BSEE","5","09800000450","password"
"","STU-DEMO-0451","Adrian","A.","Santiago","student0451@coedigo.local","student","College of Engineering","BSCpE","1","09800000451","password"
"","STU-DEMO-0452","Alyssa","B.","Soriano","student0452@coedigo.local","student","College of Engineering","BSME","2","09800000452","password"
"","STU-DEMO-0453","Bianca","C.","Tolentino","student0453@coedigo.local","student","College of Engineering","BSCE","3","09800000453","password"
"","STU-DEMO-0454","Bryan","D.","Velasco","student0454@coedigo.local","student","College of Engineering","BSEE","4","09800000454","password"
"","STU-DEMO-0455","Camille","E.","Vergara","student0455@coedigo.local","student","College of Engineering","BSCpE","5","09800000455","password"
"","STU-DEMO-0456","Cedric","F.","Aguilar","student0456@coedigo.local","student","College of Engineering","BSME","1","09800000456","password"
"","STU-DEMO-0457","Clarisse","G.","Alvarez","student0457@coedigo.local","student","College of Engineering","BSCE","2","09800000457","password"
"","STU-DEMO-0458","Daniel","H.","Aquino","student0458@coedigo.local","student","College of Engineering","BSEE","3","09800000458","password"
"","STU-DEMO-0459","Elaine","I.","Baluyot","student0459@coedigo.local","student","College of Engineering","BSCpE","4","09800000459","password"
"","STU-DEMO-0460","Francis","J.","Basilio","student0460@coedigo.local","student","College of Engineering","BSME","5","09800000460","password"
"","STU-DEMO-0461","Gina","A.","Castillo","student0461@coedigo.local","student","College of Engineering","BSCE","1","09800000461","password"
"","STU-DEMO-0462","Harold","B.","Chavez","student0462@coedigo.local","student","College of Engineering","BSEE","2","09800000462","password"
"","STU-DEMO-0463","Irene","C.","Cruz","student0463@coedigo.local","student","College of Engineering","BSCpE","3","09800000463","password"
"","STU-DEMO-0464","Jomari","D.","Domingo","student0464@coedigo.local","student","College of Engineering","BSME","4","09800000464","password"
"","STU-DEMO-0465","Katrina","E.","Enriquez","student0465@coedigo.local","student","College of Engineering","BSCE","5","09800000465","password"
"","STU-DEMO-0466","Leo","F.","Fernandez","student0466@coedigo.local","student","College of Engineering","BSEE","1","09800000466","password"
"","STU-DEMO-0467","Maureen","G.","Francisco","student0467@coedigo.local","student","College of Engineering","BSCpE","2","09800000467","password"
"","STU-DEMO-0468","Nathan","H.","Gonzales","student0468@coedigo.local","student","College of Engineering","BSME","3","09800000468","password"
"","STU-DEMO-0469","Olivia","I.","Gutierrez","student0469@coedigo.local","student","College of Engineering","BSCE","4","09800000469","password"
"","STU-DEMO-0470","Paolo","J.","Herrera","student0470@coedigo.local","student","College of Engineering","BSEE","5","09800000470","password"
"","STU-DEMO-0471","Queenie","A.","Jacinto","student0471@coedigo.local","student","College of Engineering","BSCpE","1","09800000471","password"
"","STU-DEMO-0472","Ramon","B.","Lazaro","student0472@coedigo.local","student","College of Engineering","BSME","2","09800000472","password"
"","STU-DEMO-0473","Shaira","C.","Lopez","student0473@coedigo.local","student","College of Engineering","BSCE","3","09800000473","password"
"","STU-DEMO-0474","Toni","D.","Magno","student0474@coedigo.local","student","College of Engineering","BSEE","4","09800000474","password"
"","STU-DEMO-0475","Ulysses","E.","Manalo","student0475@coedigo.local","student","College of Engineering","BSCpE","5","09800000475","password"
"","STU-DEMO-0476","Vanessa","F.","Marquez","student0476@coedigo.local","student","College of Engineering","BSME","1","09800000476","password"
"","STU-DEMO-0477","Warren","G.","Morales","student0477@coedigo.local","student","College of Engineering","BSCE","2","09800000477","password"
"","STU-DEMO-0478","Xandra","H.","Natividad","student0478@coedigo.local","student","College of Engineering","BSEE","3","09800000478","password"
"","STU-DEMO-0479","Yvonne","I.","Ortega","student0479@coedigo.local","student","College of Engineering","BSCpE","4","09800000479","password"
"","STU-DEMO-0480","Zion","J.","Panganiban","student0480@coedigo.local","student","College of Engineering","BSME","5","09800000480","password"
"","STU-DEMO-0481","Adrian","A.","Perez","student0481@coedigo.local","student","College of Engineering","BSCE","1","09800000481","password"
"","STU-DEMO-0482","Alyssa","B.","Ramos","student0482@coedigo.local","student","College of Engineering","BSEE","2","09800000482","password"
"","STU-DEMO-0483","Bianca","C.","Rivera","student0483@coedigo.local","student","College of Engineering","BSCpE","3","09800000483","password"
"","STU-DEMO-0484","Bryan","D.","Robles","student0484@coedigo.local","student","College of Engineering","BSME","4","09800000484","password"
"","STU-DEMO-0485","Camille","E.","Salazar","student0485@coedigo.local","student","College of Engineering","BSCE","5","09800000485","password"
"","STU-DEMO-0486","Cedric","F.","Santiago","student0486@coedigo.local","student","College of Engineering","BSEE","1","09800000486","password"
"","STU-DEMO-0487","Clarisse","G.","Soriano","student0487@coedigo.local","student","College of Engineering","BSCpE","2","09800000487","password"
"","STU-DEMO-0488","Daniel","H.","Tolentino","student0488@coedigo.local","student","College of Engineering","BSME","3","09800000488","password"
"","STU-DEMO-0489","Elaine","I.","Velasco","student0489@coedigo.local","student","College of Engineering","BSCE","4","09800000489","password"
"","STU-DEMO-0490","Francis","J.","Vergara","student0490@coedigo.local","student","College of Engineering","BSEE","5","09800000490","password"
"","STU-DEMO-0491","Gina","A.","Aguilar","student0491@coedigo.local","student","College of Engineering","BSCpE","1","09800000491","password"
"","STU-DEMO-0492","Harold","B.","Alvarez","student0492@coedigo.local","student","College of Engineering","BSME","2","09800000492","password"
"","STU-DEMO-0493","Irene","C.","Aquino","student0493@coedigo.local","student","College of Engineering","BSCE","3","09800000493","password"
"","STU-DEMO-0494","Jomari","D.","Baluyot","student0494@coedigo.local","student","College of Engineering","BSEE","4","09800000494","password"
"","STU-DEMO-0495","Katrina","E.","Basilio","student0495@coedigo.local","student","College of Engineering","BSCpE","5","09800000495","password"
"","STU-DEMO-0496","Leo","F.","Castillo","student0496@coedigo.local","student","College of Engineering","BSME","1","09800000496","password"
"","STU-DEMO-0497","Maureen","G.","Chavez","student0497@coedigo.local","student","College of Engineering","BSCE","2","09800000497","password"
"","STU-DEMO-0498","Nathan","H.","Cruz","student0498@coedigo.local","student","College of Engineering","BSEE","3","09800000498","password"
"","STU-DEMO-0499","Olivia","I.","Domingo","student0499@coedigo.local","student","College of Engineering","BSCpE","4","09800000499","password"
"","STU-DEMO-0500","Paolo","J.","Enriquez","student0500@coedigo.local","student","College of Engineering","BSME","5","09800000500","password"
"","STU-DEMO-0501","Queenie","A.","Fernandez","student0501@coedigo.local","student","College of Engineering","BSCE","1","09800000501","password"
"","STU-DEMO-0502","Ramon","B.","Francisco","student0502@coedigo.local","student","College of Engineering","BSEE","2","09800000502","password"
"","STU-DEMO-0503","Shaira","C.","Gonzales","student0503@coedigo.local","student","College of Engineering","BSCpE","3","09800000503","password"
"","STU-DEMO-0504","Toni","D.","Gutierrez","student0504@coedigo.local","student","College of Engineering","BSME","4","09800000504","password"
"","STU-DEMO-0505","Ulysses","E.","Herrera","student0505@coedigo.local","student","College of Engineering","BSCE","5","09800000505","password"
"","STU-DEMO-0506","Vanessa","F.","Jacinto","student0506@coedigo.local","student","College of Engineering","BSEE","1","09800000506","password"
"","STU-DEMO-0507","Warren","G.","Lazaro","student0507@coedigo.local","student","College of Engineering","BSCpE","2","09800000507","password"
"","STU-DEMO-0508","Xandra","H.","Lopez","student0508@coedigo.local","student","College of Engineering","BSME","3","09800000508","password"
"","STU-DEMO-0509","Yvonne","I.","Magno","student0509@coedigo.local","student","College of Engineering","BSCE","4","09800000509","password"
"","STU-DEMO-0510","Zion","J.","Manalo","student0510@coedigo.local","student","College of Engineering","BSEE","5","09800000510","password"
"","STU-DEMO-0511","Adrian","A.","Marquez","student0511@coedigo.local","student","College of Engineering","BSCpE","1","09800000511","password"
"","STU-DEMO-0512","Alyssa","B.","Morales","student0512@coedigo.local","student","College of Engineering","BSME","2","09800000512","password"
"","STU-DEMO-0513","Bianca","C.","Natividad","student0513@coedigo.local","student","College of Engineering","BSCE","3","09800000513","password"
"","STU-DEMO-0514","Bryan","D.","Ortega","student0514@coedigo.local","student","College of Engineering","BSEE","4","09800000514","password"
"","STU-DEMO-0515","Camille","E.","Panganiban","student0515@coedigo.local","student","College of Engineering","BSCpE","5","09800000515","password"
"","STU-DEMO-0516","Cedric","F.","Perez","student0516@coedigo.local","student","College of Engineering","BSME","1","09800000516","password"
"","STU-DEMO-0517","Clarisse","G.","Ramos","student0517@coedigo.local","student","College of Engineering","BSCE","2","09800000517","password"
"","STU-DEMO-0518","Daniel","H.","Rivera","student0518@coedigo.local","student","College of Engineering","BSEE","3","09800000518","password"
"","STU-DEMO-0519","Elaine","I.","Robles","student0519@coedigo.local","student","College of Engineering","BSCpE","4","09800000519","password"
"","STU-DEMO-0520","Francis","J.","Salazar","student0520@coedigo.local","student","College of Engineering","BSME","5","09800000520","password"
"","STU-DEMO-0521","Gina","A.","Santiago","student0521@coedigo.local","student","College of Engineering","BSCE","1","09800000521","password"
"","STU-DEMO-0522","Harold","B.","Soriano","student0522@coedigo.local","student","College of Engineering","BSEE","2","09800000522","password"
"","STU-DEMO-0523","Irene","C.","Tolentino","student0523@coedigo.local","student","College of Engineering","BSCpE","3","09800000523","password"
"","STU-DEMO-0524","Jomari","D.","Velasco","student0524@coedigo.local","student","College of Engineering","BSME","4","09800000524","password"
"","STU-DEMO-0525","Katrina","E.","Vergara","student0525@coedigo.local","student","College of Engineering","BSCE","5","09800000525","password"
"","STU-DEMO-0526","Leo","F.","Aguilar","student0526@coedigo.local","student","College of Engineering","BSEE","1","09800000526","password"
"","STU-DEMO-0527","Maureen","G.","Alvarez","student0527@coedigo.local","student","College of Engineering","BSCpE","2","09800000527","password"
"","STU-DEMO-0528","Nathan","H.","Aquino","student0528@coedigo.local","student","College of Engineering","BSME","3","09800000528","password"
"","STU-DEMO-0529","Olivia","I.","Baluyot","student0529@coedigo.local","student","College of Engineering","BSCE","4","09800000529","password"
"","STU-DEMO-0530","Paolo","J.","Basilio","student0530@coedigo.local","student","College of Engineering","BSEE","5","09800000530","password"
"","STU-DEMO-0531","Queenie","A.","Castillo","student0531@coedigo.local","student","College of Engineering","BSCpE","1","09800000531","password"
"","STU-DEMO-0532","Ramon","B.","Chavez","student0532@coedigo.local","student","College of Engineering","BSME","2","09800000532","password"
"","STU-DEMO-0533","Shaira","C.","Cruz","student0533@coedigo.local","student","College of Engineering","BSCE","3","09800000533","password"
"","STU-DEMO-0534","Toni","D.","Domingo","student0534@coedigo.local","student","College of Engineering","BSEE","4","09800000534","password"
"","STU-DEMO-0535","Ulysses","E.","Enriquez","student0535@coedigo.local","student","College of Engineering","BSCpE","5","09800000535","password"
"","STU-DEMO-0536","Vanessa","F.","Fernandez","student0536@coedigo.local","student","College of Engineering","BSME","1","09800000536","password"
"","STU-DEMO-0537","Warren","G.","Francisco","student0537@coedigo.local","student","College of Engineering","BSCE","2","09800000537","password"
"","STU-DEMO-0538","Xandra","H.","Gonzales","student0538@coedigo.local","student","College of Engineering","BSEE","3","09800000538","password"
"","STU-DEMO-0539","Yvonne","I.","Gutierrez","student0539@coedigo.local","student","College of Engineering","BSCpE","4","09800000539","password"
"","STU-DEMO-0540","Zion","J.","Herrera","student0540@coedigo.local","student","College of Engineering","BSME","5","09800000540","password"
"","STU-DEMO-0541","Adrian","A.","Jacinto","student0541@coedigo.local","student","College of Engineering","BSCE","1","09800000541","password"
"","STU-DEMO-0542","Alyssa","B.","Lazaro","student0542@coedigo.local","student","College of Engineering","BSEE","2","09800000542","password"
"","STU-DEMO-0543","Bianca","C.","Lopez","student0543@coedigo.local","student","College of Engineering","BSCpE","3","09800000543","password"
"","STU-DEMO-0544","Bryan","D.","Magno","student0544@coedigo.local","student","College of Engineering","BSME","4","09800000544","password"
"","STU-DEMO-0545","Camille","E.","Manalo","student0545@coedigo.local","student","College of Engineering","BSCE","5","09800000545","password"
"","STU-DEMO-0546","Cedric","F.","Marquez","student0546@coedigo.local","student","College of Engineering","BSEE","1","09800000546","password"
"","STU-DEMO-0547","Clarisse","G.","Morales","student0547@coedigo.local","student","College of Engineering","BSCpE","2","09800000547","password"
"","STU-DEMO-0548","Daniel","H.","Natividad","student0548@coedigo.local","student","College of Engineering","BSME","3","09800000548","password"
"","STU-DEMO-0549","Elaine","I.","Ortega","student0549@coedigo.local","student","College of Engineering","BSCE","4","09800000549","password"
"","STU-DEMO-0550","Francis","J.","Panganiban","student0550@coedigo.local","student","College of Engineering","BSEE","5","09800000550","password"
"","STU-DEMO-0551","Gina","A.","Perez","student0551@coedigo.local","student","College of Engineering","BSCpE","1","09800000551","password"
"","STU-DEMO-0552","Harold","B.","Ramos","student0552@coedigo.local","student","College of Engineering","BSME","2","09800000552","password"
"","STU-DEMO-0553","Irene","C.","Rivera","student0553@coedigo.local","student","College of Engineering","BSCE","3","09800000553","password"
"","STU-DEMO-0554","Jomari","D.","Robles","student0554@coedigo.local","student","College of Engineering","BSEE","4","09800000554","password"
"","STU-DEMO-0555","Katrina","E.","Salazar","student0555@coedigo.local","student","College of Engineering","BSCpE","5","09800000555","password"
"","STU-DEMO-0556","Leo","F.","Santiago","student0556@coedigo.local","student","College of Engineering","BSME","1","09800000556","password"
"","STU-DEMO-0557","Maureen","G.","Soriano","student0557@coedigo.local","student","College of Engineering","BSCE","2","09800000557","password"
"","STU-DEMO-0558","Nathan","H.","Tolentino","student0558@coedigo.local","student","College of Engineering","BSEE","3","09800000558","password"
"","STU-DEMO-0559","Olivia","I.","Velasco","student0559@coedigo.local","student","College of Engineering","BSCpE","4","09800000559","password"
"","STU-DEMO-0560","Paolo","J.","Vergara","student0560@coedigo.local","student","College of Engineering","BSME","5","09800000560","password"
"","STU-DEMO-0561","Queenie","A.","Aguilar","student0561@coedigo.local","student","College of Engineering","BSCE","1","09800000561","password"
"","STU-DEMO-0562","Ramon","B.","Alvarez","student0562@coedigo.local","student","College of Engineering","BSEE","2","09800000562","password"
"","STU-DEMO-0563","Shaira","C.","Aquino","student0563@coedigo.local","student","College of Engineering","BSCpE","3","09800000563","password"
"","STU-DEMO-0564","Toni","D.","Baluyot","student0564@coedigo.local","student","College of Engineering","BSME","4","09800000564","password"
"","STU-DEMO-0565","Ulysses","E.","Basilio","student0565@coedigo.local","student","College of Engineering","BSCE","5","09800000565","password"
"","STU-DEMO-0566","Vanessa","F.","Castillo","student0566@coedigo.local","student","College of Engineering","BSEE","1","09800000566","password"
"","STU-DEMO-0567","Warren","G.","Chavez","student0567@coedigo.local","student","College of Engineering","BSCpE","2","09800000567","password"
"","STU-DEMO-0568","Xandra","H.","Cruz","student0568@coedigo.local","student","College of Engineering","BSME","3","09800000568","password"
"","STU-DEMO-0569","Yvonne","I.","Domingo","student0569@coedigo.local","student","College of Engineering","BSCE","4","09800000569","password"
"","STU-DEMO-0570","Zion","J.","Enriquez","student0570@coedigo.local","student","College of Engineering","BSEE","5","09800000570","password"
"","STU-DEMO-0571","Adrian","A.","Fernandez","student0571@coedigo.local","student","College of Engineering","BSCpE","1","09800000571","password"
"","STU-DEMO-0572","Alyssa","B.","Francisco","student0572@coedigo.local","student","College of Engineering","BSME","2","09800000572","password"
"","STU-DEMO-0573","Bianca","C.","Gonzales","student0573@coedigo.local","student","College of Engineering","BSCE","3","09800000573","password"
"","STU-DEMO-0574","Bryan","D.","Gutierrez","student0574@coedigo.local","student","College of Engineering","BSEE","4","09800000574","password"
"","STU-DEMO-0575","Camille","E.","Herrera","student0575@coedigo.local","student","College of Engineering","BSCpE","5","09800000575","password"
"","STU-DEMO-0576","Cedric","F.","Jacinto","student0576@coedigo.local","student","College of Engineering","BSME","1","09800000576","password"
"","STU-DEMO-0577","Clarisse","G.","Lazaro","student0577@coedigo.local","student","College of Engineering","BSCE","2","09800000577","password"
"","STU-DEMO-0578","Daniel","H.","Lopez","student0578@coedigo.local","student","College of Engineering","BSEE","3","09800000578","password"
"","STU-DEMO-0579","Elaine","I.","Magno","student0579@coedigo.local","student","College of Engineering","BSCpE","4","09800000579","password"
"","STU-DEMO-0580","Francis","J.","Manalo","student0580@coedigo.local","student","College of Engineering","BSME","5","09800000580","password"
"","STU-DEMO-0581","Gina","A.","Marquez","student0581@coedigo.local","student","College of Engineering","BSCE","1","09800000581","password"
"","STU-DEMO-0582","Harold","B.","Morales","student0582@coedigo.local","student","College of Engineering","BSEE","2","09800000582","password"
"","STU-DEMO-0583","Irene","C.","Natividad","student0583@coedigo.local","student","College of Engineering","BSCpE","3","09800000583","password"
"","STU-DEMO-0584","Jomari","D.","Ortega","student0584@coedigo.local","student","College of Engineering","BSME","4","09800000584","password"
"","STU-DEMO-0585","Katrina","E.","Panganiban","student0585@coedigo.local","student","College of Engineering","BSCE","5","09800000585","password"
"","STU-DEMO-0586","Leo","F.","Perez","student0586@coedigo.local","student","College of Engineering","BSEE","1","09800000586","password"
"","STU-DEMO-0587","Maureen","G.","Ramos","student0587@coedigo.local","student","College of Engineering","BSCpE","2","09800000587","password"
"","STU-DEMO-0588","Nathan","H.","Rivera","student0588@coedigo.local","student","College of Engineering","BSME","3","09800000588","password"
"","STU-DEMO-0589","Olivia","I.","Robles","student0589@coedigo.local","student","College of Engineering","BSCE","4","09800000589","password"
"","STU-DEMO-0590","Paolo","J.","Salazar","student0590@coedigo.local","student","College of Engineering","BSEE","5","09800000590","password"
"","STU-DEMO-0591","Queenie","A.","Santiago","student0591@coedigo.local","student","College of Engineering","BSCpE","1","09800000591","password"
"","STU-DEMO-0592","Ramon","B.","Soriano","student0592@coedigo.local","student","College of Engineering","BSME","2","09800000592","password"
"","STU-DEMO-0593","Shaira","C.","Tolentino","student0593@coedigo.local","student","College of Engineering","BSCE","3","09800000593","password"
"","STU-DEMO-0594","Toni","D.","Velasco","student0594@coedigo.local","student","College of Engineering","BSEE","4","09800000594","password"
"","STU-DEMO-0595","Ulysses","E.","Vergara","student0595@coedigo.local","student","College of Engineering","BSCpE","5","09800000595","password"
"","STU-DEMO-0596","Vanessa","F.","Aguilar","student0596@coedigo.local","student","College of Engineering","BSME","1","09800000596","password"
"","STU-DEMO-0597","Warren","G.","Alvarez","student0597@coedigo.local","student","College of Engineering","BSCE","2","09800000597","password"
"","STU-DEMO-0598","Xandra","H.","Aquino","student0598@coedigo.local","student","College of Engineering","BSEE","3","09800000598","password"
"","STU-DEMO-0599","Yvonne","I.","Baluyot","student0599@coedigo.local","student","College of Engineering","BSCpE","4","09800000599","password"
"","STU-DEMO-0600","Zion","J.","Basilio","student0600@coedigo.local","student","College of Engineering","BSME","5","09800000600","password"
"","STU-DEMO-0601","Adrian","A.","Castillo","student0601@coedigo.local","student","College of Engineering","BSCE","1","09800000601","password"
"","STU-DEMO-0602","Alyssa","B.","Chavez","student0602@coedigo.local","student","College of Engineering","BSEE","2","09800000602","password"
"","STU-DEMO-0603","Bianca","C.","Cruz","student0603@coedigo.local","student","College of Engineering","BSCpE","3","09800000603","password"
"","STU-DEMO-0604","Bryan","D.","Domingo","student0604@coedigo.local","student","College of Engineering","BSME","4","09800000604","password"
"","STU-DEMO-0605","Camille","E.","Enriquez","student0605@coedigo.local","student","College of Engineering","BSCE","5","09800000605","password"
"","STU-DEMO-0606","Cedric","F.","Fernandez","student0606@coedigo.local","student","College of Engineering","BSEE","1","09800000606","password"
"","STU-DEMO-0607","Clarisse","G.","Francisco","student0607@coedigo.local","student","College of Engineering","BSCpE","2","09800000607","password"
"","STU-DEMO-0608","Daniel","H.","Gonzales","student0608@coedigo.local","student","College of Engineering","BSME","3","09800000608","password"
"","STU-DEMO-0609","Elaine","I.","Gutierrez","student0609@coedigo.local","student","College of Engineering","BSCE","4","09800000609","password"
"","STU-DEMO-0610","Francis","J.","Herrera","student0610@coedigo.local","student","College of Engineering","BSEE","5","09800000610","password"
"","STU-DEMO-0611","Gina","A.","Jacinto","student0611@coedigo.local","student","College of Engineering","BSCpE","1","09800000611","password"
"","STU-DEMO-0612","Harold","B.","Lazaro","student0612@coedigo.local","student","College of Engineering","BSME","2","09800000612","password"
"","STU-DEMO-0613","Irene","C.","Lopez","student0613@coedigo.local","student","College of Engineering","BSCE","3","09800000613","password"
"","STU-DEMO-0614","Jomari","D.","Magno","student0614@coedigo.local","student","College of Engineering","BSEE","4","09800000614","password"
"","STU-DEMO-0615","Katrina","E.","Manalo","student0615@coedigo.local","student","College of Engineering","BSCpE","5","09800000615","password"
"","STU-DEMO-0616","Leo","F.","Marquez","student0616@coedigo.local","student","College of Engineering","BSME","1","09800000616","password"
"","STU-DEMO-0617","Maureen","G.","Morales","student0617@coedigo.local","student","College of Engineering","BSCE","2","09800000617","password"
"","STU-DEMO-0618","Nathan","H.","Natividad","student0618@coedigo.local","student","College of Engineering","BSEE","3","09800000618","password"
"","STU-DEMO-0619","Olivia","I.","Ortega","student0619@coedigo.local","student","College of Engineering","BSCpE","4","09800000619","password"
